, Tower - Primitive, Tower - Copper, Tower - Bronze, Tower - Medieval, Tower - Palisades, Tower - Bamboo, Tower - Imperial, 88mm AA Gun, Tower - Concrete, AA Missile Tower, Tower - Laser, Space Turret, Tower - Space, AA Missile Tower, Fokker Fighter/Bomber, Sopwith Fighter, Gotha Bomber, Catalina, Spitfire Fighter, B-29 Bomber, ME109  Fighter/Bomber, P-51 Fighter, B-17 Bomber, Typhoon Anti-Tank, Corsair Fighter/Bomber, ME262 Fighter/Bomber, Heinkel Bomber, Dauntless, Zero (Carrier Based), Zero, F-15 Fighter, B-2 Bomber, F-14 Fighter/Bomber, B-52 Bomber, A-10 Anti-Tank, F-117 Fighter/Bomber, Titan Bomber, Talon Fighter/Bomber, B-122 Wyvern Bomber, Jackal Fighter, Avenger Fighter/Bomber, Phoenix Fighter/Bomber, Nebula Fighter, Planetary Fighter, War Raft, Galley - Copper, Battleship - Copper, Frigate - Copper, Galley - Bronze, Catapult Ship - Bronze, Frigate - Bronze, Battleship - Bronze, Battleship - Byzantine, Galley - Byzantine, Frigate - Byzantine, Galley - Middle Ages, Battleship - Middle Ages, Frigate - Middle Ages, Catapult Ship, Galleon - Renaissance, Battleship - Renaissance, Frigate - Renaissance, Cruiser - Gunboat, Galleon - Imperial, Battleship - Imperial, Frigate - Imperial, Battleship - Royal, Frigate - Royal, Galleon - Royal, Cruiser - Dardo, Frigate - Good Hope, Naval Mine, Battleship - Dreadnought, Battleship - Bismarck, Frigate - Warrington, Battleship - Leviathan, Frigate - Juggernaut, Cruiser - Sagittarian, Clubman, Rock Thrower, Spearman, Slinger, Sampson, Simple Bowman, Maceman, Horseman, Simple Bowman (Fire), Chariot Archer, War Elephant, Stone Thrower, Short Sword, Phalanx, Ram, Catapult, Bronze Cavalry, Elephant Archer, Javelin, Scorpion, Composite Bow, Crossbow, Pilum, Cataphract, Persian Cavalry, Viking, Barbarian, Composite Bow (Fire), Cavalry Archer, Long Bow, Long Sword, Pikeman, Trebuchet, Knight, Ballista, Heavy Ram, Long Bow (Fire), Arquebus, Culverin, Basilisk, Royal Cuirassier, Carabineer, Musketeer, Bombard, Halberdier, Sharpshooter, Hand Cannoneer, Dragoon, Grenadier, Serpentine, Bronze Cannon, Imperial Cuirassier, Elite Guard, Partisan, 57mm AT Gun, Machine Gun, Hovercraft, Artillery, Flak Halftrack, Trench Mortar, MkV Tank (HE), Doughboy, A7V Tank (AP), Howitzer Cannon, Grenade Launcher, Sniper, Radio Man, Marine, Bazooka, Flame Thrower, Panzer Tank (AP), Sherman Tank (HE), SAS Commando, Sherman - Flamethrower, 120mm AT Gun, Stinger Soldier, M1 Tank (HE), Heavy Mortar, Leopard Tank (AP), Colossus Artillery, Sentinel, Gladiator Tank, Minotaur, Thor AT Gun, Furies, Pandora, Hyperion, Paladin Cannon, Skywatcher AA, Anti Missile Battery, Guardian, Hercules AT Gun, Zeus, Minotaur II, Hyperion II, Pandora II, Centurion Tank, Watchman, Mining Unit, Cyber Ninja, Dune Patrol, Citizen, Female Citizen, Helicopter Anti-Tank, Sea King, Helicopter Gunship, Reaper Gunship, Sea King II, Spectre AT Helicopter, Ares, Ares II, Sub - U-Boat, Sub - Nautilus, Sub - Trident, Sub - Hammerhead, Sub - Triton, Sargon of Akkad, Alexander the Great, Short Sword (Crusader), Bronze Cavalry (Crusader), Gaius Marius, Charlemagne, William the Conqueror, Long Sword (Crusader), Knight (Crusader), Isabella of Castile, Elizabeth I, Otto von Bismarck, DeVerran, Erwin Rommel, RW Bresden, Alexi Septimus, Tempest, Molly Ryan, Khan Sun Do, Gilgamesh, Hannibal, Greek Captain, Julius Caesar, Julius Caesar, Richard the Lionheart, Henry V, Oliver Cromwell, Napoleon, Manfred von Richthofen, Travis Shackelford, Lt. Stock, 'Bulldog' Ramsey, Dennis St. Albans, Sergei Molotov, Cyborg Molotov, Hu Kwan Do, Space Capital Ship, Space Corvette, Space Fighter
 Battleship - Copper,24.8,24.8,24.8,24.8,24.8,24.8,24.8,62.0,24.8,62.0,24.8,24.8,24.8,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,15.5,62.0,62.0,15.5,62.0,62.0,62.0,62.0,15.5,62.0,15.5,62.0,62.0,62.0,15.5,62.0,62.0,62.0,15.5,62.0,62.0,62.0,62.0,15.5,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,18.599999999999998,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,6.2,14.599999999999998,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,14.599999999999998,62.0,62.0,6.2,62.0,62.0,62.0,8.599999999999998,62.0,62.0,62.0,10.599999999999998,62.0,62.0,62.0,62.0,62.0,8.599999999999998,62.0,62.0,62.0,62.0,31.0,62.0,62.0,10.599999999999998,62.0,62.0,24.8,62.0,24.8,3.599999999999998,62.0,62.0,62.0,62.0,62.0,62.0,24.8,24.8,62.0,24.8,31.0,62.0,24.8,62.0,24.8,8.599999999999998,62.0,24.8,52.0,31.0,62.0,1,43.0,1,62.0,62.0,62.0,26.0,44.0,52.0,36.0,1,24.8,57.0,24.8,62.0,24.8,46.5,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,22.8,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,0,0,0
 Frigate - Copper,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.0,6.0,15.0,6.0,6.0,6.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,30.0,4.5,30.0,15.0,15.0,30.0,30.0,15.0,15.0,15.0,15.0,1.5,1,15.0,30.0,30.0,15.0,30.0,30.0,30.0,15.0,15.0,15.0,15.0,30.0,30.0,30.0,15.0,15.0,1,15.0,15.0,1.5,30.0,30.0,15.0,1,15.0,15.0,30.0,1,15.0,15.0,15.0,15.0,30.0,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,1,15.0,15.0,2.25,30.0,2.25,1,15.0,15.0,15.0,30.0,15.0,15.0,2.25,2.25,30.0,2.25,15.0,15.0,2.25,15.0,2.25,1,30.0,2.25,5.0,15.0,15.0,1,1,1,15.0,15.0,30.0,10.0,1,5.0,1,1,2.25,25.0,2.25,15.0,2.25,15.0,15.0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,0,0
 Galley - Bronze,16.0,16.0,16.0,16.0,16.0,16.0,16.0,8.0,16.0,8.0,16.0,16.0,16.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,30.4,8.0,8.0,8.0,8.0,30.4,30.4,8.0,8.0,8.0,30.4,8.0,8.0,8.0,30.4,8.0,8.0,8.0,30.4,8.0,30.4,8.0,8.0,8.0,8.0,0,30.4,30.4,8.0,30.4,8.0,8.0,16.0,16.0,16.0,16.0,8.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1,4.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,4.0,16.0,16.0,1,16.0,16.0,16.0,1,16.0,16.0,16.0,1,16.0,16.0,16.0,16.0,16.0,1,16.0,16.0,16.0,16.0,8.0,16.0,8.0,1,16.0,16.0,8.0,16.0,8.0,1,16.0,16.0,16.0,16.0,16.0,16.0,8.0,8.0,16.0,8.0,8.0,16.0,8.0,16.0,8.0,1,16.0,8.0,6.0,8.0,16.0,1,1,1,16.0,16.0,16.0,3.0,1,6.0,1,1,8.0,11.0,8.0,16.0,8.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,16.0,16.0,4.0,4.0,4.0,16.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,14.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0
 Catapult Ship - Bronze,255.0,255.0,255.0,255.0,255.0,255.0,255.0,85.0,255.0,85.0,255.0,255.0,255.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,85.0,382.5,85.0,85.0,85.0,85.0,382.5,382.5,85.0,85.0,85.0,382.5,85.0,85.0,85.0,382.5,85.0,85.0,85.0,382.5,85.0,382.5,85.0,85.0,85.0,85.0,0,382.5,382.5,85.0,382.5,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,114.75000000000001,85.0,85.0,85.0,81.0,85.0,85.0,61.199999999999996,114.75000000000001,85.0,85.0,61.199999999999996,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,81.0,85.0,114.75000000000001,85.0,85.0,85.0,114.75000000000001,75.0,85.0,85.0,85.0,77.0,85.0,85.0,85.0,85.0,85.0,75.0,114.75000000000001,85.0,85.0,85.0,42.5,85.0,85.0,77.0,85.0,85.0,72.25,85.0,72.25,70.0,85.0,85.0,85.0,85.0,85.0,85.0,72.25,72.25,85.0,72.25,42.5,85.0,72.25,85.0,72.25,75.0,85.0,72.25,75.0,42.5,85.0,50.0,66.0,60.0,85.0,85.0,85.0,37.5,67.0,75.0,59.0,50.0,72.25,80.0,72.25,85.0,72.25,85.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,42.5,85.0,85.0,42.5,42.5,42.5,85.0,85.0,42.5,42.5,42.5,42.5,42.5,42.5,42.5,83.0,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,0,0,0
 Frigate - Bronze,7.2,7.2,7.2,7.2,7.2,7.2,7.2,18.0,7.2,18.0,7.2,7.2,7.2,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,36.0,5.3999999999999995,36.0,18.0,18.0,36.0,36.0,18.0,18.0,18.0,18.0,1.8,1.3999999999999995,18.0,36.0,36.0,18.0,36.0,36.0,36.0,18.0,18.0,18.0,18.0,36.0,36.0,36.0,18.0,18.0,1.3999999999999995,18.0,18.0,1.8,36.0,36.0,18.0,1,18.0,18.0,36.0,1,18.0,18.0,18.0,18.0,36.0,1,18.0,18.0,18.0,18.0,18.0,18.0,18.0,1,18.0,18.0,2.6999999999999997,36.0,2.6999999999999997,1,18.0,18.0,18.0,36.0,18.0,18.0,2.6999999999999997,2.6999999999999997,36.0,2.6999999999999997,18.0,18.0,2.6999999999999997,18.0,2.6999999999999997,1,36.0,2.6999999999999997,8.0,18.0,18.0,1,1,1,18.0,18.0,36.0,13.0,1,8.0,1,1,2.6999999999999997,31.0,2.6999999999999997,18.0,2.6999999999999997,18.0,18.0,0,0,0,0,0,0,0,0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0,0,0
 Battleship - Bronze,28.8,28.8,28.8,28.8,28.8,28.8,28.8,72.0,28.8,72.0,28.8,28.8,28.8,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,18.0,72.0,72.0,18.0,72.0,72.0,72.0,72.0,18.0,72.0,18.0,72.0,72.0,72.0,18.0,72.0,72.0,72.0,18.0,72.0,72.0,72.0,72.0,18.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,21.599999999999998,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,7.2,17.599999999999998,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,17.599999999999998,72.0,72.0,7.2,72.0,72.0,72.0,11.599999999999998,72.0,72.0,72.0,13.599999999999998,72.0,72.0,72.0,72.0,72.0,11.599999999999998,72.0,72.0,72.0,72.0,36.0,72.0,72.0,13.599999999999998,72.0,72.0,28.8,72.0,28.8,6.599999999999998,72.0,72.0,72.0,72.0,72.0,72.0,28.8,28.8,72.0,28.8,36.0,72.0,28.8,72.0,28.8,11.599999999999998,72.0,28.8,62.0,36.0,72.0,1,53.0,1,72.0,72.0,72.0,31.0,54.0,62.0,46.0,1,28.8,67.0,28.8,72.0,28.8,54.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,26.8,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,0,0,0
 Battleship - Byzantine,36.0,36.0,36.0,36.0,36.0,36.0,36.0,90.0,36.0,90.0,36.0,36.0,36.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,22.5,90.0,90.0,22.5,90.0,90.0,90.0,90.0,22.5,90.0,22.5,90.0,90.0,90.0,22.5,90.0,90.0,90.0,22.5,90.0,90.0,90.0,90.0,22.5,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,27.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,9.0,23.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,23.0,90.0,90.0,9.0,90.0,90.0,90.0,17.0,90.0,90.0,90.0,19.0,90.0,90.0,90.0,90.0,90.0,17.0,90.0,90.0,90.0,90.0,45.0,90.0,90.0,19.0,90.0,90.0,36.0,90.0,36.0,12.0,90.0,90.0,90.0,90.0,90.0,90.0,36.0,36.0,90.0,36.0,45.0,90.0,36.0,90.0,36.0,17.0,90.0,36.0,80.0,45.0,90.0,1.0,71.0,2.0,90.0,90.0,90.0,40.0,72.0,80.0,64.0,1.0,36.0,85.0,36.0,90.0,36.0,67.5,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,34.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0,0,0
 Galley - Byzantine,18.0,18.0,18.0,18.0,18.0,18.0,18.0,9.0,18.0,9.0,18.0,18.0,18.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,34.199999999999996,9.0,9.0,9.0,9.0,34.199999999999996,34.199999999999996,9.0,9.0,9.0,34.199999999999996,9.0,9.0,9.0,34.199999999999996,9.0,9.0,9.0,34.199999999999996,9.0,34.199999999999996,9.0,9.0,9.0,9.0,0,34.199999999999996,34.199999999999996,9.0,34.199999999999996,9.0,9.0,18.0,18.0,18.0,18.0,9.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,1,5.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,5.0,18.0,18.0,1,18.0,18.0,18.0,1,18.0,18.0,18.0,1.0,18.0,18.0,18.0,18.0,18.0,1,18.0,18.0,18.0,18.0,9.0,18.0,9.0,1.0,18.0,18.0,9.0,18.0,9.0,1,18.0,18.0,18.0,18.0,18.0,18.0,9.0,9.0,18.0,9.0,9.0,18.0,9.0,18.0,9.0,1,18.0,9.0,8.0,9.0,18.0,1,1,1,18.0,18.0,18.0,4.0,1,8.0,1,1,9.0,13.0,9.0,18.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,18.0,18.0,4.5,4.5,4.5,18.0,18.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,16.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,0,0
 Frigate - Byzantine,8.4,8.4,8.4,8.4,8.4,8.4,8.4,21.0,8.4,21.0,8.4,8.4,8.4,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,42.0,6.3,42.0,21.0,21.0,42.0,42.0,21.0,21.0,21.0,21.0,2.1,2.3,21.0,42.0,42.0,21.0,42.0,42.0,42.0,21.0,21.0,21.0,21.0,42.0,42.0,42.0,21.0,21.0,2.3,21.0,21.0,2.1,42.0,42.0,21.0,1,21.0,21.0,42.0,1,21.0,21.0,21.0,21.0,42.0,1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,1,21.0,21.0,3.15,42.0,3.15,1,21.0,21.0,21.0,42.0,21.0,21.0,3.15,3.15,42.0,3.15,21.0,21.0,3.15,21.0,3.15,1,42.0,3.15,11.0,21.0,21.0,1,2.0,1,21.0,21.0,42.0,16.0,3.0,11.0,1,1,3.15,37.0,3.15,21.0,3.15,21.0,21.0,0,0,0,0,0,0,0,0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,19.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0,0,0
 Galley - Middle Ages,22.0,22.0,22.0,22.0,22.0,22.0,22.0,11.0,22.0,11.0,22.0,22.0,22.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,41.8,11.0,11.0,11.0,11.0,41.8,41.8,11.0,11.0,11.0,41.8,11.0,11.0,11.0,41.8,11.0,11.0,11.0,41.8,11.0,41.8,11.0,11.0,11.0,11.0,0,41.8,41.8,11.0,41.8,11.0,11.0,22.0,22.0,22.0,22.0,11.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,1.1,7.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,7.0,22.0,22.0,1.1,22.0,22.0,22.0,1.0,22.0,22.0,22.0,3.0,22.0,22.0,22.0,22.0,22.0,1.0,22.0,22.0,22.0,22.0,11.0,22.0,11.0,3.0,22.0,22.0,11.0,22.0,11.0,1,22.0,22.0,22.0,22.0,22.0,22.0,11.0,11.0,22.0,11.0,11.0,22.0,11.0,22.0,11.0,1.0,22.0,11.0,12.0,11.0,22.0,1,3.0,1,22.0,22.0,22.0,6.0,4.0,12.0,1,1,11.0,17.0,11.0,22.0,11.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5,22.0,22.0,5.5,5.5,5.5,22.0,22.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,20.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,0,0,0
 Battleship - Middle Ages,43.2,43.2,43.2,43.2,43.2,43.2,43.2,108.0,43.2,108.0,43.2,43.2,43.2,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,27.0,108.0,108.0,27.0,108.0,108.0,108.0,108.0,27.0,108.0,27.0,108.0,108.0,108.0,27.0,108.0,108.0,108.0,27.0,108.0,108.0,108.0,108.0,27.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,32.4,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,10.8,28.4,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,28.4,108.0,108.0,10.8,108.0,108.0,108.0,22.4,108.0,108.0,108.0,24.4,108.0,108.0,108.0,108.0,108.0,22.4,108.0,108.0,108.0,108.0,54.0,108.0,108.0,24.4,108.0,108.0,43.2,108.0,43.2,17.4,108.0,108.0,108.0,108.0,108.0,108.0,43.2,43.2,108.0,43.2,54.0,108.0,43.2,108.0,43.2,22.4,108.0,43.2,98.0,54.0,108.0,8.200000000000003,89.0,7.399999999999999,108.0,108.0,108.0,49.0,90.0,98.0,82.0,8.200000000000003,43.2,103.0,43.2,108.0,43.2,81.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,41.2,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,0,0,0
 Frigate - Middle Ages,10.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,10.0,25.0,10.0,10.0,10.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,50.0,7.5,50.0,25.0,25.0,50.0,50.0,25.0,25.0,25.0,25.0,2.5,3.5,25.0,50.0,50.0,25.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,50.0,50.0,50.0,25.0,25.0,3.5,25.0,25.0,2.5,50.0,50.0,25.0,1,25.0,25.0,50.0,1,25.0,25.0,25.0,25.0,50.0,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,1,25.0,25.0,3.75,50.0,3.75,1,25.0,25.0,25.0,50.0,25.0,25.0,3.75,3.75,50.0,3.75,25.0,25.0,3.75,25.0,3.75,1,50.0,3.75,15.0,25.0,25.0,1,6.0,1,25.0,25.0,50.0,20.0,7.0,15.0,1,1,3.75,45.0,3.75,25.0,3.75,25.0,25.0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0,0
 Catapult Ship,450.0,450.0,450.0,450.0,450.0,450.0,450.0,150.0,450.0,150.0,450.0,450.0,450.0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,150.0,675.0,150.0,150.0,150.0,150.0,675.0,675.0,150.0,150.0,150.0,675.0,150.0,150.0,150.0,675.0,150.0,150.0,150.0,675.0,150.0,675.0,150.0,150.0,150.0,150.0,0,675.0,675.0,150.0,675.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,202.5,150.0,150.0,150.0,146.0,150.0,150.0,108.0,202.5,150.0,150.0,108.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,146.0,150.0,202.5,150.0,150.0,150.0,202.5,140.0,150.0,150.0,150.0,142.0,150.0,150.0,150.0,150.0,150.0,140.0,202.5,150.0,150.0,150.0,75.0,150.0,150.0,142.0,150.0,150.0,127.5,150.0,127.5,135.0,150.0,150.0,150.0,150.0,150.0,150.0,127.5,127.5,150.0,127.5,75.0,150.0,127.5,150.0,127.5,140.0,150.0,127.5,140.0,75.0,150.0,115.0,131.0,125.0,150.0,150.0,150.0,70.0,132.0,140.0,124.0,115.0,127.5,145.0,127.5,150.0,127.5,150.0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,75.0,150.0,150.0,75.0,75.0,75.0,150.0,150.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,148.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0,0,0
 Galleon - Renaissance,30.0,30.0,30.0,30.0,30.0,30.0,30.0,15.0,30.0,15.0,30.0,30.0,30.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,57.0,15.0,15.0,15.0,15.0,57.0,57.0,15.0,15.0,15.0,57.0,15.0,15.0,15.0,57.0,15.0,15.0,15.0,57.0,15.0,57.0,15.0,15.0,15.0,15.0,0,57.0,57.0,15.0,57.0,15.0,15.0,30.0,30.0,30.0,30.0,15.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1.5,11.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,11.0,30.0,30.0,1.5,30.0,30.0,30.0,5.0,30.0,30.0,30.0,7.0,30.0,30.0,30.0,30.0,30.0,5.0,30.0,30.0,30.0,30.0,15.0,30.0,15.0,7.0,30.0,30.0,15.0,30.0,15.0,1,30.0,30.0,30.0,30.0,30.0,30.0,15.0,15.0,30.0,15.0,15.0,30.0,15.0,30.0,15.0,5.0,30.0,15.0,20.0,15.0,30.0,1,11.0,1,30.0,30.0,30.0,10.0,12.0,20.0,4.0,1,15.0,25.0,15.0,30.0,15.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5,30.0,30.0,7.5,7.5,7.5,30.0,30.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,28.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0
