, Tower - Primitive, Tower - Copper, Tower - Bronze, Tower - Medieval, Tower - Palisades, Tower - Bamboo, Tower - Imperial, 88mm AA Gun, Tower - Concrete, AA Missile Tower, Tower - Laser, Space Turret, Tower - Space, AA Missile Tower, Fokker Fighter/Bomber, Sopwith Fighter, Gotha Bomber, Catalina, Spitfire Fighter, B-29 Bomber, ME109  Fighter/Bomber, P-51 Fighter, B-17 Bomber, Typhoon Anti-Tank, Corsair Fighter/Bomber, ME262 Fighter/Bomber, Heinkel Bomber, Dauntless, Zero (Carrier Based), Zero, F-15 Fighter, B-2 Bomber, F-14 Fighter/Bomber, B-52 Bomber, A-10 Anti-Tank, F-117 Fighter/Bomber, Titan Bomber, Talon Fighter/Bomber, B-122 Wyvern Bomber, Jackal Fighter, Avenger Fighter/Bomber, Phoenix Fighter/Bomber, Nebula Fighter, Planetary Fighter, War Raft, Galley - Copper, Battleship - Copper, Frigate - Copper, Galley - Bronze, Catapult Ship - Bronze, Frigate - Bronze, Battleship - Bronze, Battleship - Byzantine, Galley - Byzantine, Frigate - Byzantine, Galley - Middle Ages, Battleship - Middle Ages, Frigate - Middle Ages, Catapult Ship, Galleon - Renaissance, Battleship - Renaissance, Frigate - Renaissance, Cruiser - Gunboat, Galleon - Imperial, Battleship - Imperial, Frigate - Imperial, Battleship - Royal, Frigate - Royal, Galleon - Royal, Cruiser - Dardo, Frigate - Good Hope, Naval Mine, Battleship - Dreadnought, Battleship - Bismarck, Frigate - Warrington, Battleship - Leviathan, Frigate - Juggernaut, Cruiser - Sagittarian, Clubman, Rock Thrower, Spearman, Slinger, Sampson, Simple Bowman, Maceman, Horseman, Simple Bowman (Fire), Chariot Archer, War Elephant, Stone Thrower, Short Sword, Phalanx, Ram, Catapult, Bronze Cavalry, Elephant Archer, Javelin, Scorpion, Composite Bow, Crossbow, Pilum, Cataphract, Persian Cavalry, Viking, Barbarian, Composite Bow (Fire), Cavalry Archer, Long Bow, Long Sword, Pikeman, Trebuchet, Knight, Ballista, Heavy Ram, Long Bow (Fire), Arquebus, Culverin, Basilisk, Royal Cuirassier, Carabineer, Musketeer, Bombard, Halberdier, Sharpshooter, Hand Cannoneer, Dragoon, Grenadier, Serpentine, Bronze Cannon, Imperial Cuirassier, Elite Guard, Partisan, 57mm AT Gun, Machine Gun, Hovercraft, Artillery, Flak Halftrack, Trench Mortar, MkV Tank (HE), Doughboy, A7V Tank (AP), Howitzer Cannon, Grenade Launcher, Sniper, Radio Man, Marine, Bazooka, Flame Thrower, Panzer Tank (AP), Sherman Tank (HE), SAS Commando, Sherman - Flamethrower, 120mm AT Gun, Stinger Soldier, M1 Tank (HE), Heavy Mortar, Leopard Tank (AP), Colossus Artillery, Sentinel, Gladiator Tank, Minotaur, Thor AT Gun, Furies, Pandora, Hyperion, Paladin Cannon, Skywatcher AA, Anti Missile Battery, Guardian, Hercules AT Gun, Zeus, Minotaur II, Hyperion II, Pandora II, Centurion Tank, Watchman, Mining Unit, Cyber Ninja, Dune Patrol, Citizen, Female Citizen, Helicopter Anti-Tank, Sea King, Helicopter Gunship, Reaper Gunship, Sea King II, Spectre AT Helicopter, Ares, Ares II, Sub - U-Boat, Sub - Nautilus, Sub - Trident, Sub - Hammerhead, Sub - Triton, Sargon of Akkad, Alexander the Great, Short Sword (Crusader), Bronze Cavalry (Crusader), Gaius Marius, Charlemagne, William the Conqueror, Long Sword (Crusader), Knight (Crusader), Isabella of Castile, Elizabeth I, Otto von Bismarck, DeVerran, Erwin Rommel, RW Bresden, Alexi Septimus, Tempest, Molly Ryan, Khan Sun Do, Gilgamesh, Hannibal, Greek Captain, Julius Caesar, Julius Caesar, Richard the Lionheart, Henry V, Oliver Cromwell, Napoleon, Manfred von Richthofen, Travis Shackelford, Lt. Stock, 'Bulldog' Ramsey, Dennis St. Albans, Sergei Molotov, Cyborg Molotov, Hu Kwan Do, Space Capital Ship, Space Corvette, Space Fighter
 Battleship - Renaissance,15.0,15.0,15.0,15.0,15.0,15.0,15.0,37.5,15.0,37.5,15.0,15.0,15.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,9.375,37.5,37.5,9.375,37.5,37.5,37.5,37.5,9.375,37.5,9.375,37.5,37.5,37.5,9.375,37.5,37.5,37.5,9.375,37.5,37.5,37.5,37.5,9.375,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,11.25,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,3.75,10.25,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,10.25,37.5,37.5,3.75,37.5,37.5,37.5,8.75,37.5,37.5,37.5,9.25,37.5,37.5,37.5,37.5,37.5,8.75,37.5,37.5,37.5,37.5,18.75,37.5,37.5,9.25,37.5,37.5,15.0,37.5,15.0,7.5,37.5,37.5,37.5,37.5,37.5,37.5,15.0,15.0,37.5,15.0,18.75,37.5,15.0,37.5,15.0,8.75,37.5,15.0,35.0,18.75,37.5,6.25,32.75,5.0,37.5,37.5,37.5,17.5,33.0,35.0,31.0,6.25,15.0,36.25,15.0,37.5,15.0,28.125,28.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,14.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,0.0,0.0,0.0
 Frigate - Renaissance,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,16.5,6.6000000000000005,16.5,6.6000000000000005,6.6000000000000005,6.6000000000000005,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,33.0,4.95,33.0,16.5,16.5,33.0,33.0,16.5,16.5,16.5,16.5,1.6500000000000001,2.95,16.5,33.0,33.0,16.5,33.0,33.0,33.0,16.5,16.5,16.5,16.5,33.0,33.0,33.0,16.5,16.5,2.95,16.5,16.5,1.6500000000000001,33.0,33.0,16.5,0.5,16.5,16.5,33.0,0.9500000000000002,16.5,16.5,16.5,16.5,33.0,0.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,0.9500000000000002,16.5,16.5,2.475,33.0,2.475,0.5,16.5,16.5,16.5,33.0,16.5,16.5,2.475,2.475,33.0,2.475,16.5,16.5,2.475,16.5,2.475,0.5,33.0,2.475,11.5,16.5,16.5,0.5,7.0,0.5,16.5,16.5,33.0,14.0,7.5,11.5,3.5,0.5,2.475,30.5,2.475,16.5,2.475,16.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,15.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,0.0,0.0,0.0
 Cruiser - Gunboat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,18.75,21.0,21.0,18.75,21.0,18.75,18.75,21.0,18.75,18.75,18.75,21.0,18.75,18.75,18.75,18.75,21.0,18.75,21.0,18.75,18.75,21.0,18.75,21.0,18.75,18.75,18.75,18.75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
 Galleon - Imperial,18.0,18.0,18.0,18.0,18.0,18.0,18.0,9.0,18.0,9.0,18.0,18.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,34.199999999999996,9.0,9.0,9.0,9.0,34.199999999999996,34.199999999999996,9.0,9.0,9.0,34.199999999999996,9.0,9.0,9.0,34.199999999999996,9.0,9.0,9.0,34.199999999999996,9.0,34.199999999999996,9.0,9.0,9.0,9.0,0.0,34.199999999999996,34.199999999999996,9.0,34.199999999999996,9.0,9.0,18.0,18.0,18.0,18.0,9.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.9,7.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,7.0,18.0,18.0,0.9,18.0,18.0,18.0,4.0,18.0,18.0,18.0,5.0,18.0,18.0,18.0,18.0,18.0,4.0,18.0,18.0,18.0,18.0,9.0,18.0,9.0,5.0,18.0,18.0,9.0,18.0,9.0,1.5,18.0,18.0,18.0,18.0,18.0,18.0,9.0,9.0,18.0,9.0,9.0,18.0,9.0,18.0,9.0,4.0,18.0,9.0,13.0,9.0,18.0,0.5,8.5,0.5,18.0,18.0,18.0,6.5,9.0,13.0,5.0,0.5,9.0,15.5,9.0,18.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,18.0,18.0,4.5,4.5,4.5,18.0,18.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,17.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,0.0,0.0
 Battleship - Imperial,17.5,17.5,17.5,17.5,17.5,17.5,17.5,43.75,17.5,43.75,17.5,17.5,17.5,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,10.9375,43.75,43.75,10.9375,43.75,43.75,43.75,43.75,10.9375,43.75,10.9375,43.75,43.75,43.75,10.9375,43.75,43.75,43.75,10.9375,43.75,43.75,43.75,43.75,10.9375,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,13.125,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,4.375,12.125,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,12.125,43.75,43.75,4.375,43.75,43.75,43.75,10.625,43.75,43.75,43.75,11.125,43.75,43.75,43.75,43.75,43.75,10.625,43.75,43.75,43.75,43.75,21.875,43.75,43.75,11.125,43.75,43.75,17.5,43.75,17.5,9.375,43.75,43.75,43.75,43.75,43.75,43.75,17.5,17.5,43.75,17.5,21.875,43.75,17.5,43.75,17.5,10.625,43.75,17.5,41.25,21.875,43.75,8.75,39.0,6.875,43.75,43.75,43.75,20.625,39.25,41.25,37.25,8.75,17.5,42.5,17.5,43.75,17.5,32.8125,32.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,17.0,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,0.0,0.0,0.0
 Frigate - Imperial,7.6000000000000005,7.6000000000000005,7.6000000000000005,7.6000000000000005,7.6000000000000005,7.6000000000000005,7.6000000000000005,19.0,7.6000000000000005,19.0,7.6000000000000005,7.6000000000000005,7.6000000000000005,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,38.0,5.7,38.0,19.0,19.0,38.0,38.0,19.0,19.0,19.0,19.0,1.9000000000000001,3.7,19.0,38.0,38.0,19.0,38.0,38.0,38.0,19.0,19.0,19.0,19.0,38.0,38.0,38.0,19.0,19.0,3.7,19.0,19.0,1.9000000000000001,38.0,38.0,19.0,0.7000000000000002,19.0,19.0,38.0,1.7000000000000002,19.0,19.0,19.0,19.0,38.0,0.7000000000000002,19.0,19.0,19.0,19.0,19.0,19.0,19.0,1.7000000000000002,19.0,19.0,2.85,38.0,2.85,0.5,19.0,19.0,19.0,38.0,19.0,19.0,2.85,2.85,38.0,2.85,19.0,19.0,2.85,19.0,2.85,0.7000000000000002,38.0,2.85,14.0,19.0,19.0,1.5,9.5,0.5,19.0,19.0,38.0,16.5,10.0,14.0,6.0,1.5,2.85,35.5,2.85,19.0,2.85,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0
 Battleship - Royal,20.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,20.0,50.0,20.0,20.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12.5,50.0,50.0,12.5,50.0,50.0,50.0,50.0,12.5,50.0,12.5,50.0,50.0,50.0,12.5,50.0,50.0,50.0,12.5,50.0,50.0,50.0,50.0,12.5,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,15.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,5.0,14.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,14.0,50.0,50.0,5.0,50.0,50.0,50.0,12.5,50.0,50.0,50.0,13.0,50.0,50.0,50.0,50.0,50.0,12.5,50.0,50.0,50.0,50.0,25.0,50.0,50.0,13.0,50.0,50.0,20.0,50.0,20.0,11.25,50.0,50.0,50.0,50.0,50.0,50.0,20.0,20.0,50.0,20.0,25.0,50.0,20.0,50.0,20.0,12.5,50.0,20.0,47.5,25.0,50.0,11.25,45.25,8.75,50.0,50.0,50.0,23.75,45.5,47.5,43.5,11.25,20.0,48.75,20.0,50.0,20.0,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,19.5,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0
 Frigate - Royal,10.200000000000001,10.200000000000001,10.200000000000001,10.200000000000001,10.200000000000001,10.200000000000001,10.200000000000001,25.5,10.200000000000001,25.5,10.200000000000001,10.200000000000001,10.200000000000001,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,51.0,7.6499999999999995,51.0,25.5,25.5,51.0,51.0,25.5,25.5,25.5,25.5,2.5500000000000003,5.6499999999999995,25.5,51.0,51.0,25.5,51.0,51.0,51.0,25.5,25.5,25.5,25.5,51.0,51.0,51.0,25.5,25.5,5.6499999999999995,25.5,25.5,2.5500000000000003,51.0,51.0,25.5,2.6499999999999995,25.5,25.5,51.0,3.6499999999999995,25.5,25.5,25.5,25.5,51.0,2.6499999999999995,25.5,25.5,25.5,25.5,25.5,25.5,25.5,3.6499999999999995,25.5,25.5,3.8249999999999997,51.0,3.8249999999999997,0.5,25.5,25.5,25.5,51.0,25.5,25.5,3.8249999999999997,3.8249999999999997,51.0,3.8249999999999997,25.5,25.5,3.8249999999999997,25.5,3.8249999999999997,2.6499999999999995,51.0,3.8249999999999997,20.5,25.5,25.5,8.0,16.0,0.5,25.5,25.5,51.0,23.0,16.5,20.5,12.5,8.0,3.8249999999999997,48.5,3.8249999999999997,25.5,3.8249999999999997,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,24.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,0.0,0.0,0.0
 Galleon - Royal,24.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,24.0,12.0,24.0,24.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,45.599999999999994,12.0,12.0,12.0,12.0,45.599999999999994,45.599999999999994,12.0,12.0,12.0,45.599999999999994,12.0,12.0,12.0,45.599999999999994,12.0,12.0,12.0,45.599999999999994,12.0,45.599999999999994,12.0,12.0,12.0,12.0,0.0,45.599999999999994,45.599999999999994,12.0,45.599999999999994,12.0,12.0,24.0,24.0,24.0,24.0,12.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,1.2000000000000002,10.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,10.0,24.0,24.0,1.2000000000000002,24.0,24.0,24.0,7.0,24.0,24.0,24.0,8.0,24.0,24.0,24.0,24.0,24.0,7.0,24.0,24.0,24.0,24.0,12.0,24.0,12.0,8.0,24.0,24.0,12.0,24.0,12.0,4.5,24.0,24.0,24.0,24.0,24.0,24.0,12.0,12.0,24.0,12.0,12.0,24.0,12.0,24.0,12.0,7.0,24.0,12.0,19.0,12.0,24.0,6.5,14.5,0.5,24.0,24.0,24.0,9.5,15.0,19.0,11.0,6.5,12.0,21.5,12.0,24.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,24.0,24.0,6.0,6.0,6.0,24.0,24.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,23.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0
 Cruiser - Dardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,43.75,49.0,49.0,43.75,49.0,43.75,43.75,49.0,43.75,43.75,43.75,49.0,43.75,43.75,43.75,43.75,49.0,43.75,49.0,43.75,43.75,49.0,43.75,49.0,43.75,43.75,43.75,43.75,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,35.0,35.0,45.5,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
 Frigate - Good Hope,11.0,11.0,11.0,11.0,11.0,11.0,11.0,27.5,11.0,27.5,11.0,11.0,11.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,55.0,8.25,55.0,27.5,27.5,55.0,55.0,27.5,27.5,27.5,27.5,2.75,6.25,27.5,55.0,55.0,27.5,55.0,55.0,55.0,27.5,27.5,27.5,27.5,55.0,55.0,55.0,27.5,27.5,6.25,27.5,27.5,2.75,55.0,55.0,27.5,3.25,27.5,27.5,55.0,4.25,27.5,27.5,27.5,27.5,55.0,3.25,27.5,27.5,27.5,27.5,27.5,27.5,27.5,4.25,27.5,27.5,4.125,55.0,4.125,0.75,27.5,27.5,27.5,55.0,27.5,27.5,4.125,4.125,55.0,4.125,27.5,27.5,4.125,27.5,4.125,3.25,55.0,4.125,22.5,27.5,27.5,10.0,18.0,0.5,27.5,27.5,55.0,25.0,18.5,22.5,14.5,10.0,4.125,52.5,4.125,27.5,4.125,27.5,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,26.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,0.0,0.0,0.0
 Naval Mine,270.0,270.0,270.0,270.0,270.0,270.0,270.0,675.0,270.0,675.0,270.0,270.0,270.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,674.0,2025.0,202.5,2025.0,675.0,675.0,2025.0,2025.0,675.0,675.0,675.0,673.5,67.5,202.5,672.5,2025.0,1348.0,675.0,2025.0,2025.0,1347.5,674.0,671.5,675.0,674.0,2025.0,2022.0,2025.0,675.0,672.0,202.5,670.0,675.0,67.5,2025.0,1350.0,675.0,202.5,674.5,665.0,1350.0,202.5,673.0,675.0,675.0,662.5,1350.0,202.5,675.0,675.0,675.0,675.0,675.0,675.0,675.0,202.5,675.0,675.0,71.25,1350.0,71.25,202.5,675.0,675.0,675.0,1350.0,675.0,675.0,71.25,71.25,1350.0,71.25,675.0,675.0,63.75,675.0,63.75,202.5,1350.0,63.75,675.0,675.0,675.0,675.0,675.0,202.5,675.0,675.0,1350.0,675.0,675.0,675.0,675.0,675.0,63.75,1350.0,63.75,675.0,88.75,675.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,675.0,675.0,675.0,675.0,674.0,673.5,675.0,672.5,673.5,673.0,672.5,675.0,670.0,672.0,671.0,670.0,670.0,670.0,670.0,670.0,675.0,670.0,670.0,674.0,673.5,673.5,673.0,673.0,672.5,672.0,671.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,0.0,0.0,0.0
